campaign_id,vertical,partner_name,internal_state_id,ads_aggregate_state,goal_id,state_id,advertiser_country,max_goals,cost_per_goal,input_amount,advertising_platform_id
2044,Industrial,Partner B,enabled,null,clicks,paused,ES,3,4.63,13.89,#N/A
2045,Business,Partner B,enabled,null,clicks,paused,ES,3,1.3,3.9,#N/A
2046,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,3,1.78,5.34,#N/A
2047,Business,Partner B,enabled,null,clicks,paused,ES,3,2.68,8.04,#N/A
2048,Industrial,Partner B,enabled,null,clicks,paused,ES,3,2.82,8.46,#N/A
2049,Business,Partner B,enabled,null,clicks,paused,ES,3,1.37,4.11,#N/A
2050,Agriculture,Partner B,enabled,null,clicks,paused,ES,3,0.44,1.32,#N/A
2051,Industrial,Partner B,enabled,null,clicks,paused,ES,3,2.01,6.03,#N/A
2052,Health,Partner B,enabled,null,clicks,paused,ES,3,0.28,0.84,#N/A
2053,Animals & Pets,Partner B,enabled,null,clicks,paused,ES,3,3.23,9.69,#N/A
2054,Health,Partner B,enabled,null,clicks,paused,ES,3,2.17,6.51,#N/A
2055,Electronics,Partner B,enabled,null,clicks,paused,ES,3,2.4,7.2,#N/A
2056,Business,Partner B,enabled,null,clicks,paused,ES,3,6.56,19.68,#N/A
2057,Industrial,Partner B,enabled,null,clicks,paused,ES,3,2.05,6.15,#N/A
2058,Interior Design & Furniture,Partner B,enabled,null,clicks,paused,ES,3,2.29,6.87,#N/A
2059,Legal & Law,Partner B,enabled,null,clicks,paused,ES,3,5.02,15.06,#N/A
2060,Business,Partner B,enabled,null,clicks,paused,ES,3,3.9,11.7,#N/A
2061,Business,Partner B,enabled,null,clicks,paused,ES,3,1.77,5.31,#N/A
2062,Animals & Pets,Partner B,enabled,null,clicks,paused,ES,3,3.16,9.48,#N/A
2063,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,3,3.12,9.36,#N/A
2064,Industrial,Partner B,enabled,null,clicks,paused,ES,3,2.63,7.89,#N/A
2065,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,2,3.26,6.52,#N/A
2066,Insurances,Partner B,enabled,null,clicks,paused,ES,2,3.21,6.42,#N/A
2067,Insurances,Partner B,enabled,null,clicks,paused,ES,2,3.64,7.28,#N/A
2068,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,2,2.66,5.32,#N/A
2069,Funeral Services,Partner B,enabled,null,clicks,paused,ES,2,0.59,1.18,#N/A
2070,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,2,2.85,5.7,#N/A
2071,Business,Partner B,enabled,null,clicks,paused,ES,2,3.28,6.56,#N/A
2072,Electronics,Partner B,enabled,null,clicks,paused,ES,2,4.25,8.5,#N/A
2073,Health,Partner B,enabled,null,clicks,paused,ES,2,2.26,4.52,#N/A
2074,Business,Partner B,enabled,null,clicks,paused,ES,2,11.7,23.4,#N/A
2075,Non Profit Org,Partner B,enabled,null,clicks,paused,ES,2,6.7,13.4,#N/A
2076,Accounting,Partner B,enabled,null,clicks,paused,ES,2,5.07,10.14,#N/A
2077,Business,Partner B,enabled,null,clicks,paused,ES,2,2.11,4.22,#N/A
2078,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,2,4.75,9.5,#N/A
2079,Animals & Pets,Partner B,enabled,null,clicks,paused,ES,2,3.23,6.46,#N/A
2080,Transport & Logistics,Partner B,enabled,null,clicks,paused,ES,0,0.55,0,#N/A
2081,Industrial,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2082,Restaurant,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2083,Gifts,Partner B,no_trckr,null,webform,enabled,ES,null,null,null,#N/A
2084,Animals & Pets,Partner B,enabled,null,clicks,enabled,ES,null,0.29,64.96,bing
2085,Accounting,Partner B,enabled,null,clicks,enabled,ES,null,0.45,64.8,bing
2086,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.9,64.8,bing
2087,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.24,97.44,bing
2088,Funeral Services,Partner B,enabled,null,clicks,enabled,ES,null,0.14,129.92,bing
2089,Agriculture,Partner B,enabled,null,clicks,enabled,ES,null,0.25,64,bing
2090,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.4,64,bing
2091,Legal & Law,Partner B,enabled,null,clicks,enabled,ES,null,0.2,63.2,bing
2092,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.32,65.6,bing
2093,Animals & Pets,Partner B,enabled,null,clicks,enabled,ES,null,0.17,65.45,bing
2094,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.26,65.78,bing
2095,Accounting,Partner B,enabled,null,clicks,enabled,ES,null,0.57,64.98,bing
2096,Home Improvement & Maintenance,Partner B,no_trckr,null,leads,enabled,ES,null,59.22,118.44,#N/A
2097,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.18,128.52,bing
2098,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.26,65,bing
2099,Fashion & Clothing,Partner B,enabled,null,clicks,enabled,ES,null,0.77,64.68,bing
2100,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.77,64.68,bing
2101,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.15,64.05,bing
2102,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.67,129.98,bing
2103,Fashion & Clothing,Partner B,enabled,null,clicks,enabled,ES,null,0.29,64.38,bing
2104,Business,Partner B,enabled,null,clicks,enabled,ES,null,0.7,129.5,bing
2105,Food & Drinks,Partner B,enabled,null,clicks,enabled,ES,null,0.23,64.86,bing
2106,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.24,64.08,bing
2107,Restaurant,Partner B,enabled,null,clicks,enabled,ES,null,0.6,63.6,bing
2108,Business,Partner B,enabled,null,clicks,enabled,ES,null,0.25,66,bing
2109,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.29,65.54,bing
2110,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,1.26,64.26,bing
2111,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.34,64.26,bing
2112,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.27,64.26,bing
2113,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.1,99.3,bing
2114,Security,Partner B,enabled,null,clicks,enabled,ES,null,0.7,96.6,bing
2115,School,Partner B,enabled,null,clicks,enabled,ES,null,0.23,63.48,bing
2116,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.2,66.2,bing
2117,School,Partner B,enabled,null,clicks,paused,ES,null,0.52,128.44,bing
2118,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.31,65.41,bing
2119,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.53,64.13,bing
2120,Food & Drinks,Partner B,enabled,null,clicks,enabled,ES,null,0.18,66.06,bing
2121,Gifts,Partner B,enabled,null,clicks,enabled,ES,null,0.11,64.79,bing
2122,Others,Partner B,no_trckr,null,leads,enabled,ES,null,null,null,#N/A
2123,Others,Partner B,no_funds,null,clicks,enabled,ES,null,0.48,null,#N/A
2124,Beauty,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2125,Industrial,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2126,Industrial,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2127,Home Improvement & Maintenance,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2128,Business,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2129,School,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2130,Beauty,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2131,Health,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2132,Transport & Logistics,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2133,Lifestyle,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2134,Home Improvement & Maintenance,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2135,Finance,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2136,Health,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2137,Business,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2138,Home Improvement & Maintenance,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2139,Food & Drinks,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2140,Others,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2141,Home Improvement & Maintenance,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2142,Fashion & Clothing,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2143,Restaurant,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2144,Others,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2145,Home Improvement & Maintenance,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2146,Health,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2147,Industrial,Partner B,no_funds,null,clicks,enabled,ES,null,0.5,null,#N/A
2148,Industrial,Partner B,no_funds,null,clicks,enabled,ES,null,0.55,null,#N/A
2149,School,Partner B,no_funds,null,clicks,enabled,ES,null,null,null,#N/A
2150,Others,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.21679,0,adwords
2151,Others,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.12405,0,adwords
2152,Massage & Spa,Partner B,enabled,null,clicks,enabled,ES,null,null,0,#N/A
2153,Massage & Spa,Partner B,enabled,null,clicks,enabled,ES,null,null,0,#N/A
2154,Massage & Spa,Partner B,enabled,null,clicks,enabled,ES,null,null,0,#N/A
2155,Massage & Spa,Partner B,enabled,null,clicks,enabled,ES,null,null,0,#N/A
2156,Agriculture,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,1.67456,0,adwords
2157,Home Improvement & Maintenance,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,0.22,292.16,bing
2158,Home Improvement & Maintenance,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,0.16,95.52,bing
2159,Cars & Motorbikes,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.08,95.52,bing
2160,Food & Drinks,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.12,95.52,adwords
2161,Food & Drinks,Partner B,enabled,ALL_RUNNING,clicks,enabled,ES,null,0.28,95.52,bing
2162,Non Profit Org,Partner B,enabled,null,clicks,enabled,ES,null,0.05404,60.5248,bing
2163,Business,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.16,191.04,bing
2164,Accommodation & Hotels,Partner B,enabled,null,clicks,enabled,ES,null,0.41782,53.48096,bing
2165,Home Improvement & Maintenance,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,0.24,65.28,bing
2166,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.25,240,adwords
2167,Insurances,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.19761,240,adwords
2168,Others,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.46519,76.16,adwords
2169,Accounting,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.4984,71.7696,bing
2170,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.25876,99.36384,bing
2171,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.28704,68.8896,bing
2172,Industrial,Partner B,enabled,null,clicks,paused,ES,null,0.76064,115.61728,adwords
2173,Transport & Logistics,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.94,127.84,bing
2174,Business,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.29,64.96,bing
2175,Cars & Motorbikes,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.42,84,bing
2176,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.87296,49.75872,adwords
2177,Health,Partner B,enabled,null,clicks,paused,ES,null,0.2464,259.7056,adwords
2178,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,1.0496,23.0912,adwords
2179,Industrial,Partner B,enabled,null,clicks,paused,ES,null,1.08272,69.29408,adwords
2180,Fashion & Clothing,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.16,127.36,bing
2181,Legal & Law,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.1532,66.1824,adwords
2182,Restaurant,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.39644,63.4304,adwords
2183,Transport & Logistics,Partner B,enabled,null,clicks,enabled,ES,null,0.13564,100,#N/A
2184,Health,Partner B,enabled,null,clicks,paused,ES,null,0.34,100,#N/A
2185,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.13525,100,#N/A
2186,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.41,64.48,adwords
2187,Health,Partner B,enabled,null,clicks,paused,ES,null,0.288,26.208,bing
2188,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.1792,106.9824,bing
2189,Hobbies & Crafts,Partner B,enabled,null,clicks,paused,ES,null,0.12784,81.8176,bing
2190,Flowers & Plants,Partner B,enabled,SOME_RUNNING,leads,enabled,ES,null,34,340,facebook
2191,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.67,75.04,adwords
2192,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.144,66.816,bing
2193,Industrial,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.61,126.88,bing
2194,Health,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.24355,93.5232,bing
2195,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.25,64,bing
2196,Industrial,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.8,64,bing
2197,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.17024,140.448,adwords
2198,Industrial,Partner B,enabled,null,clicks,paused,ES,null,0.16856,80.9088,bing
2199,Funeral Services,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.35968,135.95904,adwords
2200,Transport & Logistics,Partner B,enabled,null,clicks,enabled,ES,null,0.21024,62.23104,bing
2201,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.22608,85.00608,bing
2202,Health,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.36,126.72,bing
2203,Legal & Law,Partner B,enabled,null,clicks,paused,ES,null,0.38144,60.26752,bing
2204,Health,Partner B,enabled,null,clicks,paused,ES,null,0.21312,66.49344,bing
2205,Cars & Motorbikes,Partner B,enabled,null,clicks,enabled,ES,null,0.38208,64.9536,bing
2206,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.16258,62.43072,bing
2207,Health,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.38,63.84,bing
2208,Health,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,0.28,63.84,bing
2209,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.42,63.84,bing
2210,Beauty,Partner B,enabled,null,clicks,enabled,ES,null,0.46424,155.98464,bing
2211,Others,Partner B,enabled,null,clicks,paused,ES,null,1.19888,11.77344,#N/A
2212,Fashion & Clothing,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.16,132,bing
2213,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.30216,101.52576,bing
2214,Industrial,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,0.16,63.68,bing
2215,Food & Drinks,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,0.32,63.68,bing
2216,Health,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.16319,62.66496,adwords
2217,Real Estate,Partner B,enabled,null,clicks,paused,ES,null,0.1476,82.656,adwords
2218,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,canceled,ES,null,0.52,63.52,adwords
2219,Funeral Services,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,0.88,350.24,bing
2220,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.30888,69.18912,bing
2221,Animals & Pets,Partner B,enabled,null,clicks,enabled,ES,null,0.21696,27.77088,adwords
2222,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.30848,69.71648,bing
2223,Health,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.48,63.36,bing
2224,Adult,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.44,63.36,adwords
2225,Home Improvement & Maintenance,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,1.32,63.36,bing
2226,Home Improvement & Maintenance,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.48,63.36,bing
2227,Transport & Logistics,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.66,63.36,bing
2228,Outdoor,Partner B,enabled,ALL_RUNNING,clicks,enabled,ES,null,0.592,63.36,adwords
2229,Health,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.25083,64.21248,adwords
2230,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.38272,67.35872,adwords
2231,Funeral Services,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.68352,64.9344,bing
2232,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.28224,68.86656,bing
2233,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.5872,68.1152,bing
2234,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.26368,65.92,bing
2235,Accommodation & Hotels,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.24064,55.82848,adwords
2236,Health,Partner B,enabled,null,clicks,paused,ES,null,0.36167,46.29376,bing
2237,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.14836,90.20288,bing
2238,Health,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.32,128.64,bing
2239,Electronics,Partner B,enabled,null,clicks,enabled,ES,null,0.68224,61.4016,adwords
2240,Others,Partner B,enabled,null,clicks,paused,ES,null,0.61076,21.85088,#N/A
2241,Funeral Services,Partner B,enabled,null,clicks,enabled,ES,null,0.2675,68.48,bing
2242,Baby & Toddlers,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.29536,62.61632,adwords
2243,Baby & Toddlers,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.29536,62.61632,bing
2244,Others,Partner B,enabled,null,clicks,paused,ES,null,0.21684,33.06112,#N/A
2245,Business,Partner B,enabled,null,clicks,enabled,ES,null,0.59,103.84,bing
2246,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,1.31,62.88,bing
2247,Business,Partner B,enabled,null,clicks,paused,ES,null,0.20674,66.1568,adwords
2248,Cars & Motorbikes,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.2732,65.568,bing
2249,Agriculture,Partner B,enabled,null,clicks,paused,ES,null,0.32983,82.78733,adwords
2250,Health,Partner B,enabled,null,clicks,paused,ES,null,0.33641,66.27277,bing
2251,Industrial,Partner B,enabled,null,clicks,paused,ES,null,0.19119,61.75437,adwords
2252,Food & Drinks,Partner B,enabled,null,clicks,enabled,ES,null,0.28309,133.90157,bing
2253,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.20427,66.79629,bing
2254,Fashion & Clothing,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.22547,93.57005,adwords
2255,Others,Partner B,enabled,null,clicks,paused,ES,null,0.50705,9.23341,#N/A
2256,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.29719,55.57453,adwords
2257,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,2.59559,111.61037,adwords
2258,Health,Partner B,enabled,null,clicks,paused,ES,null,0.38917,65.76973,adwords
2259,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.34419,65.74029,adwords
2260,Fashion & Clothing,Partner B,enabled,null,clicks,paused,ES,null,0.22326,69.43386,bing
2261,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.29474,55.70586,adwords
2262,Health,Partner B,enabled,null,clicks,paused,ES,null,0.31978,120.55706,adwords
2263,Funeral Services,Partner B,enabled,null,clicks,enabled,ES,null,0.42602,78.8137,adwords
2264,Business,Partner B,enabled,null,clicks,enabled,ES,null,0.5661,70.7625,adwords
2265,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.29878,54.67674,adwords
2266,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.33871,67.06458,adwords
2267,Industrial,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.11102,64.28058,bing
2268,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.49503,82.17498,adwords
2269,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.25294,108.00538,bing
2270,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.12561,127.49415,bing
2271,Legal & Law,Partner B,enabled,null,clicks,paused,ES,null,0.67419,68.09319,adwords
2272,Funeral Services,Partner B,enabled,null,clicks,enabled,ES,null,0.20183,100.30951,bing
2273,Home Improvement & Maintenance,Partner B,enabled,null,clicks,paused,ES,null,0.21885,67.18695,adwords
2274,Health,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.10419,66.36903,bing
2275,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.26091,63.92295,adwords
2276,Electronics,Partner B,enabled,null,clicks,enabled,ES,null,3.01055,75.26375,adwords
2277,Beauty,Partner B,enabled,null,clicks,paused,ES,null,0.16999,65.44615,bing
2278,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.29089,76.50407,bing
2279,Security,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.98585,82.8114,adwords
2280,Industrial,Partner B,enabled,null,clicks,paused,ES,null,0.25374,50.24052,adwords
2281,Restaurant,Partner B,enabled,null,clicks,enabled,ES,null,0.12717,65.61972,adwords
2282,Accommodation & Hotels,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.43604,94.62068,adwords
2283,Interior Design & Furniture,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.47457,146.16756,bing
2284,Legal & Law,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.53038,62.58484,bing
2285,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.18308,160.56116,adwords
2286,Business,Partner B,enabled,null,clicks,paused,ES,null,0.441,69.237,adwords
2287,Funeral Services,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.5817,131.4642,adwords
2288,Electronics,Partner B,enabled,null,clicks,enabled,ES,null,0.19324,90.24308,bing
2289,Security,Partner B,enabled,null,clicks,enabled,ES,null,0.40837,119.24404,adwords
2290,Health,Partner B,enabled,null,clicks,enabled,ES,null,0.37145,126.293,adwords
2291,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.26231,61.90516,adwords
2292,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,1.15948,100.87476,bing
2293,Business,Partner B,enabled,null,clicks,paused,ES,null,0.26393,191.08532,bing
2294,Funeral Services,Partner B,enabled,null,clicks,enabled,ES,null,0.40282,103.92756,bing
2295,Health,Partner B,enabled,null,clicks,paused,ES,null,0.22427,78.04596,bing
2296,Transport & Logistics,Partner B,enabled,null,clicks,enabled,ES,null,0.94159,131.8226,adwords
2297,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.1903,51.381,bing
2298,Others,Partner B,enabled,null,clicks,paused,ES,null,0.18454,32.09985,#N/A
2299,Cars & Motorbikes,Partner B,enabled,null,clicks,paused,ES,null,0.20135,81.94945,bing
2300,Funeral Services,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.38923,63.44449,bing
2301,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.26983,23.47521,adwords
2302,Health,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.30287,63.72609,bing
2303,Funeral Services,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.29319,128.71041,bing
2304,Agriculture,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.94699,100.38094,bing
2305,Transport & Logistics,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.34254,66.11022,bing
2306,Agriculture,Partner B,enabled,null,clicks,paused,ES,null,0.11279,66.99726,adwords
2307,Health,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.21297,64.31694,adwords
2308,Restaurant,Partner B,enabled,null,clicks,enabled,ES,null,0.09678,105.39342,bing
2309,Home Improvement & Maintenance,Partner B,enabled,null,clicks,enabled,ES,null,0.44886,81.24366,adwords
2310,Industrial,Partner B,enabled,null,clicks,paused,ES,null,0.46569,73.57902,bing
2311,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.37519,78.7899,bing
2312,Industrial,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.47505,111.63675,bing
2313,Insurances,Partner B,enabled,null,clicks,paused,ES,null,0.17937,65.11131,bing
2314,Funeral Services,Partner B,enabled,null,clicks,enabled,ES,null,0.86937,72.15771,adwords
2315,Home Improvement & Maintenance,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.13989,62.53083,adwords
2316,Health,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.29929,67.93883,adwords
2317,Funeral Services,Partner B,enabled,ALL_ARCHIVED,clicks,enabled,ES,null,0.31019,64.82971,adwords
2318,Others,Partner B,enabled,null,clicks,paused,ES,null,0.39492,12.76571,#N/A
2319,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.50708,138.93992,adwords
2320,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.35142,66.06696,bing
2321,Others,Partner B,enabled,null,clicks,paused,ES,null,0.27654,35.03592,#N/A
2322,Animals & Pets,Partner B,enabled,null,clicks,paused,ES,null,0.20382,93.7572,adwords
2323,Real Estate,Partner B,enabled,null,clicks,enabled,ES,null,0.1092,95.3316,adwords
2324,Marketing services,Partner B,enabled,null,clicks,enabled,ES,null,0.2622,45.6228,adwords
2325,Baby & Toddlers,Partner B,enabled,null,clicks,enabled,ES,null,0.07796,67.51336,bing
2326,Transport & Logistics,Partner B,enabled,null,clicks,enabled,ES,null,0.22581,102.96936,adwords
2327,Beauty,Partner B,enabled,ALL_ARCHIVED,clicks,paused,ES,null,0.17265,40.0548,adwords
2328,Home Improvement & Maintenance,Partner B,enabled,SOME_RUNNING,clicks,enabled,ES,null,0.75,63.85,bing
2329,Others,Partner B,enabled,ALL_CANCELED,clicks,canceled,ES,null,0.15052,66.57,bing
2330,Industrial,Partner B,enabled,null,clicks,enabled,ES,null,0.35,216.65,bing
2331,Home Improvement & Maintenance,Partner B,enabled,ALL_PAUSED,clicks,paused,ES,null,0.33,63.69,bing
